date,tmax_c,tavg_c,tmin_c,station,source
2023-03-05,,12.4,4.6,SYE00147760,NOAA GHCN daily-summaries
2023-03-06,19.3,13.6,7.6,SYE00147760,NOAA GHCN daily-summaries
2023-03-07,19.0,12.4,4.1,SYE00147760,NOAA GHCN daily-summaries
2023-03-08,,12.8,,SYE00147760,NOAA GHCN daily-summaries
2023-03-09,19.4,13.8,,SYE00147760,NOAA GHCN daily-summaries
2023-03-10,,13.7,,SYE00147760,NOAA GHCN daily-summaries
2023-03-11,22.0,14.2,,SYE00147760,NOAA GHCN daily-summaries
2023-03-12,23.0,14.8,,SYE00147760,NOAA GHCN daily-summaries
2023-03-13,20.0,15.3,12.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-14,,13.4,,SYE00147760,NOAA GHCN daily-summaries
2023-03-15,,12.7,,SYE00147760,NOAA GHCN daily-summaries
2023-03-16,,14.4,,SYE00147760,NOAA GHCN daily-summaries
2023-03-17,16.6,12.0,,SYE00147760,NOAA GHCN daily-summaries
2023-03-18,18.0,13.6,,SYE00147760,NOAA GHCN daily-summaries
2023-03-19,,11.8,9.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-20,,12.7,6.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-21,,14.0,,SYE00147760,NOAA GHCN daily-summaries
2023-03-22,19.2,12.7,,SYE00147760,NOAA GHCN daily-summaries
2023-03-23,20.3,16.8,10.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-24,22.0,18.7,,SYE00147760,NOAA GHCN daily-summaries
2023-03-25,,13.3,12.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-26,,14.7,12.0,SYE00147760,NOAA GHCN daily-summaries
2023-03-27,20.0,13.8,,SYE00147760,NOAA GHCN daily-summaries
2023-03-28,20.2,13.9,,SYE00147760,NOAA GHCN daily-summaries
2023-03-29,,12.2,,SYE00147760,NOAA GHCN daily-summaries
2023-03-30,13.0,9.1,,SYE00147760,NOAA GHCN daily-summaries
2023-03-31,12.0,8.9,2.8,SYE00147760,NOAA GHCN daily-summaries
2023-04-01,,10.2,,SYE00147760,NOAA GHCN daily-summaries
2023-04-02,18.2,14.4,9.2,SYE00147760,NOAA GHCN daily-summaries
2023-04-03,,16.9,8.6,SYE00147760,NOAA GHCN daily-summaries
2023-04-04,,19.8,7.6,SYE00147760,NOAA GHCN daily-summaries
2023-04-05,,17.1,11.2,SYE00147760,NOAA GHCN daily-summaries
2023-04-06,19.6,12.8,,SYE00147760,NOAA GHCN daily-summaries
2023-04-07,23.7,14.0,5.5,SYE00147760,NOAA GHCN daily-summaries
2023-04-08,20.3,14.6,,SYE00147760,NOAA GHCN daily-summaries
2023-04-09,,16.2,13.4,SYE00147760,NOAA GHCN daily-summaries
2023-04-10,25.8,18.6,15.4,SYE00147760,NOAA GHCN daily-summaries
2023-04-11,,17.1,,SYE00147760,NOAA GHCN daily-summaries
2023-04-12,,12.7,,SYE00147760,NOAA GHCN daily-summaries
2023-04-13,,11.8,,SYE00147760,NOAA GHCN daily-summaries
2023-04-14,,15.4,,SYE00147760,NOAA GHCN daily-summaries
2023-04-15,,17.4,,SYE00147760,NOAA GHCN daily-summaries
2023-04-16,25.6,18.4,,SYE00147760,NOAA GHCN daily-summaries
2023-04-17,28.5,20.2,,SYE00147760,NOAA GHCN daily-summaries
2023-04-18,30.0,21.8,,SYE00147760,NOAA GHCN daily-summaries
2023-04-19,,20.6,,SYE00147760,NOAA GHCN daily-summaries
2023-04-20,,18.2,,SYE00147760,NOAA GHCN daily-summaries
2023-04-21,,16.4,10.0,SYE00147760,NOAA GHCN daily-summaries
2023-04-22,,18.6,,SYE00147760,NOAA GHCN daily-summaries
2023-04-23,,20.3,,SYE00147760,NOAA GHCN daily-summaries
2023-04-24,,17.4,,SYE00147760,NOAA GHCN daily-summaries
2023-04-25,25.0,20.4,,SYE00147760,NOAA GHCN daily-summaries
2023-04-26,25.0,17.5,,SYE00147760,NOAA GHCN daily-summaries
2023-04-27,,17.7,,SYE00147760,NOAA GHCN daily-summaries
2023-04-28,,18.6,,SYE00147760,NOAA GHCN daily-summaries
2023-04-29,20.0,15.3,10.4,SYE00147760,NOAA GHCN daily-summaries
2023-04-30,20.0,15.9,10.0,SYE00147760,NOAA GHCN daily-summaries
2023-05-01,23.6,17.7,10.0,SYE00147760,NOAA GHCN daily-summaries
2023-05-02,25.6,18.2,9.1,SYE00147760,NOAA GHCN daily-summaries
2023-05-03,,22.0,9.4,SYE00147760,NOAA GHCN daily-summaries
2023-05-04,,20.8,9.4,SYE00147760,NOAA GHCN daily-summaries
2023-05-05,30.6,24.8,9.4,SYE00147760,NOAA GHCN daily-summaries
2023-05-06,,21.1,,SYE00147760,NOAA GHCN daily-summaries
2023-05-07,,18.4,,SYE00147760,NOAA GHCN daily-summaries
2023-05-08,,19.2,12.6,SYE00147760,NOAA GHCN daily-summaries
2023-05-09,38.0,23.4,13.6,SYE00147760,NOAA GHCN daily-summaries
2023-05-10,30.0,26.3,13.0,SYE00147760,NOAA GHCN daily-summaries
2023-05-11,,29.3,16.2,SYE00147760,NOAA GHCN daily-summaries
2023-05-12,31.4,23.7,,SYE00147760,NOAA GHCN daily-summaries
2023-05-13,,22.2,,SYE00147760,NOAA GHCN daily-summaries
2023-05-14,,25.7,16.8,SYE00147760,NOAA GHCN daily-summaries
2023-05-15,29.0,24.9,15.4,SYE00147760,NOAA GHCN daily-summaries
2023-05-16,,23.4,,SYE00147760,NOAA GHCN daily-summaries
2023-05-17,,25.0,,SYE00147760,NOAA GHCN daily-summaries
2023-05-18,,25.2,,SYE00147760,NOAA GHCN daily-summaries
2023-05-19,,23.0,,SYE00147760,NOAA GHCN daily-summaries
2023-05-20,,21.8,14.8,SYE00147760,NOAA GHCN daily-summaries
2023-05-21,27.0,20.2,,SYE00147760,NOAA GHCN daily-summaries
2023-05-23,,23.9,,SYE00147760,NOAA GHCN daily-summaries
2023-05-24,,25.1,15.4,SYE00147760,NOAA GHCN daily-summaries
2023-05-25,,25.3,,SYE00147760,NOAA GHCN daily-summaries
2023-05-26,,22.4,,SYE00147760,NOAA GHCN daily-summaries
2023-05-27,,28.0,15.6,SYE00147760,NOAA GHCN daily-summaries
2023-05-28,,23.6,,SYE00147760,NOAA GHCN daily-summaries
2023-05-29,28.2,21.6,,SYE00147760,NOAA GHCN daily-summaries
2023-05-30,28.6,23.9,15.0,SYE00147760,NOAA GHCN daily-summaries
2023-05-31,,24.4,15.6,SYE00147760,NOAA GHCN daily-summaries
2023-06-01,31.6,22.5,14.8,SYE00147760,NOAA GHCN daily-summaries
2023-06-02,,28.3,,SYE00147760,NOAA GHCN daily-summaries
2023-06-03,,28.2,,SYE00147760,NOAA GHCN daily-summaries
2023-06-04,,23.9,19.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-05,31.8,24.1,17.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-06,32.8,24.9,15.6,SYE00147760,NOAA GHCN daily-summaries
2023-06-07,35.9,27.1,17.4,SYE00147760,NOAA GHCN daily-summaries
2023-06-08,,27.9,,SYE00147760,NOAA GHCN daily-summaries
2023-06-09,35.2,30.6,22.6,SYE00147760,NOAA GHCN daily-summaries
2023-06-10,34.4,28.8,20.2,SYE00147760,NOAA GHCN daily-summaries
2023-06-11,32.5,26.7,18.6,SYE00147760,NOAA GHCN daily-summaries
2023-06-12,,25.6,19.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-14,,25.9,18.6,SYE00147760,NOAA GHCN daily-summaries
2023-06-15,,27.4,18.4,SYE00147760,NOAA GHCN daily-summaries
2023-06-16,,26.9,20.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-17,,29.2,,SYE00147760,NOAA GHCN daily-summaries
2023-06-18,30.0,25.3,21.8,SYE00147760,NOAA GHCN daily-summaries
2023-06-19,,25.3,18.8,SYE00147760,NOAA GHCN daily-summaries
2023-06-20,31.6,27.4,18.4,SYE00147760,NOAA GHCN daily-summaries
2023-06-21,,29.6,20.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-22,,27.7,,SYE00147760,NOAA GHCN daily-summaries
2023-06-23,,30.0,,SYE00147760,NOAA GHCN daily-summaries
2023-06-24,,31.4,22.4,SYE00147760,NOAA GHCN daily-summaries
2023-06-25,37.2,29.9,,SYE00147760,NOAA GHCN daily-summaries
2023-06-26,,28.8,,SYE00147760,NOAA GHCN daily-summaries
2023-06-27,,28.8,,SYE00147760,NOAA GHCN daily-summaries
2023-06-28,,29.9,23.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-29,34.0,30.1,20.0,SYE00147760,NOAA GHCN daily-summaries
2023-06-30,35.6,27.8,23.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-01,36.1,29.4,22.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-02,,28.7,,SYE00147760,NOAA GHCN daily-summaries
2023-07-03,,30.2,22.4,SYE00147760,NOAA GHCN daily-summaries
2023-07-04,39.2,31.6,,SYE00147760,NOAA GHCN daily-summaries
2023-07-05,39.2,29.5,24.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-06,37.0,28.7,22.7,SYE00147760,NOAA GHCN daily-summaries
2023-07-07,,28.7,23.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-08,,29.0,23.4,SYE00147760,NOAA GHCN daily-summaries
2023-07-09,35.2,30.1,23.6,SYE00147760,NOAA GHCN daily-summaries
2023-07-10,35.0,28.4,21.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-11,36.0,30.3,,SYE00147760,NOAA GHCN daily-summaries
2023-07-12,,31.5,23.5,SYE00147760,NOAA GHCN daily-summaries
2023-07-14,,35.1,22.6,SYE00147760,NOAA GHCN daily-summaries
2023-07-15,42.6,33.4,24.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-16,41.0,33.9,23.6,SYE00147760,NOAA GHCN daily-summaries
2023-07-17,,32.8,,SYE00147760,NOAA GHCN daily-summaries
2023-07-18,39.0,32.0,,SYE00147760,NOAA GHCN daily-summaries
2023-07-19,,35.3,22.2,SYE00147760,NOAA GHCN daily-summaries
2023-07-20,40.0,34.8,22.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-21,40.0,32.4,23.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-22,,32.9,,SYE00147760,NOAA GHCN daily-summaries
2023-07-23,,36.0,26.6,SYE00147760,NOAA GHCN daily-summaries
2023-07-24,,35.4,25.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-25,38.6,31.4,26.0,SYE00147760,NOAA GHCN daily-summaries
2023-07-26,41.0,33.9,,SYE00147760,NOAA GHCN daily-summaries
2023-07-27,39.6,34.0,,SYE00147760,NOAA GHCN daily-summaries
